"city","date","id","tmax","tmin","prcp","year","month","day","daily_Cd","daily_Ca","Cd_cumsum","prcp_cumsum","Ca_cumsum","diff_Ca_Cd","diff_Ca_Cd_cumsum","lat","long","alt","bloom_doy","is_bloom","doy"
"Sarnen",1983-04-18,"GME00124522",21,10,0,"1983",4,18,0,7.5,-263.04735527262,671.7,89.9,7.5,29.15264472738,46.894217,8.252236,500,108,1,108
"Sarnen",1984-04-28,"GME00124522",14.2,1.7,0,"1984",4,28,-3.15,3.1,-313.967030361539,400.8,120.9,-0.0499999999999998,1.23296963846099,46.894217,8.252236,500,119,1,119
"Sarnen",1985-04-23,"GME00124522",14.4,9.2,0,"1985",4,23,0,3.8,-276.025710463902,420.4,137.6,3.8,47.8242895360981,46.894217,8.252236,500,113,1,113
"Sarnen",1987-04-24,"GME00124522",22.8,8.4,0,"1987",4,24,0,7.6,-236.216251480774,410.7,109.8,7.6,104.483748519226,46.894217,8.252236,500,114,1,114
"Sarnen",1988-04-22,"GME00124522",19.4,6,0,"1988",4,22,-1,5.7,-290.616746868063,564.2,111.2,4.7,29.2832531319368,46.894217,8.252236,500,113,1,113
"Sarnen",1989-04-01,"GME00124522",15,9.4,19.6,"1989",4,1,0,4.2,-261.657684460806,414.9,131.05,4.2,44.0923155391941,46.894217,8.252236,500,91,1,91
"Sarnen",1990-03-26,"GME00124522",6.5,1.2,0.7,"1990",3,26,-2.65,0,-214.508507329381,341.7,142.25,-2.65,215.941492670619,46.894217,8.252236,500,85,1,85
"Sarnen",1991-04-04,"GME00124522",12.6,7.1,1.4,"1991",4,4,-0.45,2.3,-196.928184126148,415.3,82.55,1.85,120.421815873852,46.894217,8.252236,500,94,1,94
"Sarnen",1992-04-20,"GME00124522",13,5.2,0,"1992",4,20,-1.4,2.5,-331.909569343892,519.3,116.95,1.1,-90.3095693438923,46.894217,8.252236,500,111,1,111
"Sarnen",1993-04-20,"GME00124522",23,6.8,0,"1993",4,20,-0.600000000000001,7.5,-270.580822052173,373.5,136.65,6.9,40.869177947827,46.894217,8.252236,500,110,1,110
"Sarnen",1994-03-27,"GME00124522",11.4,-0.6,0,"1994",3,27,-3.715,1.7,-233.520895297648,483.4,90.15,-2.015,-11.7708952976479,46.894217,8.252236,500,86,1,86
"Sarnen",1995-04-09,"GME00124522",8.5,0,0,"1995",4,9,-4,0.25,-296.565362666399,460.5,107.2,-3.75,49.5846373336007,46.894217,8.252236,500,99,1,99
"Sarnen",1996-04-21,"GME00124522",25.5,10,0,"1996",4,21,0,9.75,-239.1534576697,303.8,107.9,9.75,121.8465423303,46.894217,8.252236,500,112,1,112
"Sarnen",1997-04-03,"GME00124522",17.5,7,1,"1997",4,3,-0.5,4.75,-232.942860273387,425.4,128.5,4.25,78.0071397266128,46.894217,8.252236,500,93,1,93
"Sarnen",1998-04-14,"GME00124522",9.2,-0.2,1.2,"1998",4,14,-3.90212765957447,0.6,-296.295063788081,578.4,153.95,-3.30212765957447,57.5049362119187,46.894217,8.252236,500,104,1,104
"Sarnen",1999-04-21,"GME00124522",15,9,0.3,"1999",4,21,0,4,-272.709027991258,515.6,118.95,4,21.6409720087423,46.894217,8.252236,500,111,1,111
"Sarnen",2000-04-13,"GME00124522",10.5,3.7,2.6,"2000",4,13,-2.15,1.25,-315.939731962505,531.3,107.5,-0.899999999999999,-58.6897319625047,46.894217,8.252236,500,104,1,104
"Sarnen",2001-04-07,"GME00124522",12.6,6.7,4.5,"2001",4,7,-0.65,2.3,-246.811012698852,566.6,87.7,1.65,93.4889873011482,46.894217,8.252236,500,97,1,97
"Sarnen",2005-04-11,"GME00124522",15.1,-0.5,0,"2005",4,11,-3.75801282051282,3.55,-257.506674937306,395.3,130.45,-0.20801282051282,74.1433250626943,46.894217,8.252236,500,101,1,101
"Sarnen",2006-04-21,"GME00124522",23.1,4,0,"2006",4,21,-2,7.55,-252.196148376707,393.2,113.6,5.55,74.4038516232926,46.894217,8.252236,500,111,1,111
"Sarnen",2007-04-06,"GME00124522",19.2,-0.4,0,"2007",4,6,-3.80408163265306,5.6,-340.36424140508,299.1,147.2,1.79591836734694,152.13575859492,46.894217,8.252236,500,96,1,96
"Sarnen",2008-04-12,"GME00124522",13.8,2.5,0,"2008",4,12,-2.75,2.9,-356.484596958692,292,141.25,0.15,-56.1345969586918,46.894217,8.252236,500,103,1,103
"Sarnen",2009-04-13,"GME00124522",22.8,5,1.1,"2009",4,13,-1.5,7.4,-311.549870252652,361.3,126.75,5.9,-0.349870252652472,46.894217,8.252236,500,103,1,103
"Sarnen",2010-04-18,"GME00124522",19.1,1.1,0,"2010",4,18,-3.45,5.55,-328.458991978256,407,162.2,2.1,74.3410080217436,46.894217,8.252236,500,108,1,108
"Sarnen",2011-04-07,"GME00124522",26.3,6.9,0,"2011",4,7,-0.550000000000001,9.15,-286.474796856249,420.2,152.95,8.6,57.0252031437505,46.894217,8.252236,500,97,1,97
"Sarnen",2012-04-11,"GME00124522",12.1,2.3,1.5,"2012",4,11,-2.85,2.05,-382.086290918788,279.4,171.45,-0.8,3.31370908121192,46.894217,8.252236,500,102,1,102
"Sarnen",2013-04-23,"GME00124522",19.1,6.9,0,"2013",4,23,-0.549999999999999,5.55,-288.040223837875,534.8,111.65,5,29.7097761621245,46.894217,8.252236,500,113,1,113
"Sarnen",2014-04-03,"GME00124522",17.8,7.7,0,"2014",4,3,-0.149999999999999,4.9,-366.166068965184,440.9,171.85,4.75,72.8839310348156,46.894217,8.252236,500,93,1,93
"Sarnen",2015-04-14,"GME00124522",22.4,4.2,0,"2015",4,14,-1.9,7.2,-325.006746820203,386.6,136.45,5.3,95.2432531797971,46.894217,8.252236,500,104,1,104
"Sarnen",2016-04-13,"GME00124522",15.4,7.7,8.3,"2016",4,13,-0.15,3.7,-376.253085252506,377.1,171.15,3.55,44.9969147474937,46.894217,8.252236,500,104,1,104
"Sarnen",2017-04-01,"GME00124522",18.6,7.6,0.2,"2017",4,1,-0.200000000000001,5.3,-316.941531467491,259.7,149.9,5.1,-23.5915314674907,46.894217,8.252236,500,91,1,91
"Sarnen",2018-04-14,"GME00124522",19.3,3.8,0,"2018",4,14,-2.1,5.65,-327.07625912372,431.6,150.7,3.55,50.5737408762802,46.894217,8.252236,500,104,1,104
"Silenen",1995-04-25,"GME00126514",15.2,7.9,20.1,"1995",4,25,-0.0500000000000007,3.6,-340.274484470458,392.2,74.75,3.55,-165.874484470458,46.782531,8.669625,510,115,1,115
"Silenen",1996-04-24,"GME00126514",12.9,7,0.1,"1996",4,24,-0.499999999999999,2.45,-194.217432948959,245.9,59.55,1.95,9.88256705104109,46.782531,8.669625,510,115,1,115
"Silenen",1997-04-18,"GME00126514",11.9,-1,0,"1997",4,18,-3.53875968992248,1.95,-307.383921095339,287.1,82.8,-1.58875968992248,-153.833921095339,46.782531,8.669625,510,108,1,108
"Silenen",1998-04-25,"GME00126514",18.4,4.2,1.5,"1998",4,25,-1.9,5.2,-363.615244520156,331.5,108.5,3.3,-160.165244520156,46.782531,8.669625,510,115,1,115
"Silenen",1999-04-21,"GME00126514",10.2,5,1.5,"1999",4,21,-1.5,1.1,-292.634732620751,457.7,60.3,-0.4,-172.884732620751,46.782531,8.669625,510,111,1,111
"Silenen",2000-04-21,"GME00126514",20.7,6.7,0,"2000",4,21,-0.649999999999999,6.35,-298.292802492982,414.1,69.35,5.7,-147.592802492982,46.782531,8.669625,510,112,1,112
"Silenen",2001-04-28,"GME00126514",13.6,6.7,0.2,"2001",4,28,-0.65,2.8,-332.739377784378,498.2,61.6,2.15,-192.289377784378,46.782531,8.669625,510,118,1,118
"Silenen",2002-04-07,"GME00126514",8.4,-2.9,0,"2002",4,7,-2.92212389380531,0.2,-237.97482251322,367.2,61.8,-2.72212389380531,-22.52482251322,46.782531,8.669625,510,97,1,97
"Silenen",2003-04-16,"GME00126514",18,7.1,0,"2003",4,16,-0.450000000000001,5,-282.922187005214,433.3,87.35,4.55,-125.722187005214,46.782531,8.669625,510,106,1,106
"Thusis",2014-04-02,"SZM00006796",12.8,1.9,0,"2014",4,2,-3.05,2.4,-218.318827920237,523.6,31.15,-0.65,-115.368827920237,46.709511,9.44165,700,92,1,92
"Thusis",2015-04-14,"SZM00006796",14.6,4.9,0,"2015",4,14,-1.55,3.3,-294.508567301231,290.6,53.65,1.75,-116.408567301231,46.709511,9.44165,700,104,1,104
"Unterseen",2007-04-11,"SZE00105086",22.9,6.2,0,"2007",4,11,-0.899999999999999,7.45,-422.571111007838,271.5,205.8,6.55,59.5288889921624,46.684958,7.854311,565,101,1,101
"Unterseen",2008-04-20,"SZE00105086",21.1,6.5,0,"2008",4,20,-0.75,6.55,-439.209107880675,240.5,184.65,5.8,-82.0091078806747,46.684958,7.854311,565,111,1,111
"Unterseen",2009-04-14,"SZE00105086",22.3,6.7,0,"2009",4,14,-0.649999999999999,7.15,-314.729127754032,296.7,160.25,6.5,29.0208722459677,46.684958,7.854311,565,104,1,104
"Unterseen",2010-04-19,"SZE00105086",21.2,4.5,0,"2010",4,19,-1.75,6.6,-365.081635230623,261.9,178.7,4.85,15.8683647693769,46.684958,7.854311,565,109,1,109
"Unterseen",2011-04-05,"SZE00105086",19.1,2.7,0,"2011",4,5,-2.65,5.55,-342.641350396221,169.7,180.95,2.9,35.9586496037787,46.684958,7.854311,565,95,1,95
"Unterseen",2012-04-08,"SZE00105086",10.5,2.2,0,"2012",4,8,-2.9,1.25,-359.799801291787,282.2,201.6,-1.65,75.7501987082132,46.684958,7.854311,565,99,1,99
"Unterseen",2013-04-25,"SZE00105086",26.5,7,0,"2013",4,25,-0.5,9.25,-350.197494545003,394.9,187.15,8.75,51.2025054549972,46.684958,7.854311,565,115,1,115
"Unterseen",2014-04-04,"SZE00105086",21.5,9.9,0,"2014",4,4,0,7.7,-392.922439273934,305.5,185.8,7.7,15.0275607260659,46.684958,7.854311,565,94,1,94
"Unterseen",2015-04-15,"SZE00105086",25.8,6.4,0,"2015",4,15,-0.800000000000001,8.9,-353.883006135067,247.4,190.15,8.1,130.066993864933,46.684958,7.854311,565,105,1,105
"Unterseen",2016-04-13,"SZE00105086",16.2,6.7,2,"2016",4,13,-0.649999999999999,4.1,-438.733663797956,328.5,200.35,3.45,-18.6836637979561,46.684958,7.854311,565,104,1,104
"Unterseen",2018-04-17,"SZE00105086",24.2,7.9,0,"2018",4,17,-0.0500000000000007,8.1,-370.139837374706,445.1,182.2,8.05,14.4101626252936,46.684958,7.854311,565,107,1,107
"Villnachern",1971-04-15,"GME00120934",11.9,4.2,0,"1971",4,15,-1.9,1.95,-156.411292653185,815.4,2.5,0.0499999999999998,-101.611292653185,47.470556,8.154928,415,105,1,105
"Villnachern",1972-04-05,"GME00120934",4.5,-1.4,5.1,"1972",4,5,-1.71610169491525,0,-181.200906465958,571.7,3.55,-1.71610169491525,-115.600906465958,47.470556,8.154928,415,96,1,96
"Villnachern",1974-04-03,"GME00120934",9.4,5.3,0,"1974",4,3,-1.35,0.7,-175.220583931037,1230.3,4.25,-0.649999999999999,-133.470583931037,47.470556,8.154928,415,93,1,93
"Villnachern",1976-04-10,"GME00120934",-0.6,-6.2,0,"1976",4,10,0,0,-131.028071892262,662,0,0,-94.978071892262,47.470556,8.154928,415,101,1,101
"Villnachern",1977-03-24,"GME00120934",8.8,2.3,0,"1977",3,24,-2.85,0.4,-128.863926753087,1024.8,0,-2.45,-82.5139267530868,47.470556,8.154928,415,83,1,83
"Villnachern",1978-04-20,"GME00120934",4.6,-0.2,9.3,"1978",4,20,-2.20416666666667,0,-157.078496019249,1192,0,-2.20416666666667,-91.9284960192493,47.470556,8.154928,415,110,1,110
"Villnachern",1981-04-08,"GME00120934",9.2,5.6,1.8,"1981",4,8,-1.2,0.6,-161.872670098866,1095.3,5,-0.600000000000001,-117.072670098866,47.470556,8.154928,415,98,1,98
"Villnachern",1983-04-19,"GME00120934",9.8,-0.2,4.6,"1983",4,19,-3.902,0.9,-165.255738786392,1267,4.55,-3.002,-136.955738786392,47.470556,8.154928,415,109,1,109
"Villnachern",1985-04-15,"GME00120934",-1.6,-3.6,5.3,"1985",4,15,0,0,-154.511359194921,937.8,0,0,-92.611359194921,47.470556,8.154928,415,105,1,105
"Villnachern",1987-04-25,"GME00120934",12.4,4.9,0.8,"1987",4,25,-1.55,2.2,-158.218981069131,1113.8,5.7,0.65,-75.0689810691312,47.470556,8.154928,415,115,1,115
"Villnachern",1988-04-22,"GME00120934",8.8,3.8,0,"1988",4,22,-2.1,0.4,-185.663500219378,1378.2,6.9,-1.7,-119.613500219378,47.470556,8.154928,415,113,1,113
"Villnachern",1989-03-30,"GME00120934",14.5,9.5,0,"1989",3,30,0,4,-184.294871580202,902.2,18.35,4,-101.944871580202,47.470556,8.154928,415,89,1,89
"Villnachern",1990-04-05,"GME00120934",-0.9,-4.6,4.8,"1990",4,5,0,0,-219.213886259226,722.2,20,0,-138.713886259226,47.470556,8.154928,415,95,1,95
"Villnachern",1991-04-07,"GME00120934",1,-1.8,0.5,"1991",4,7,-0.178571428571429,0,-167.68079366956,669.5,1.05,-0.178571428571429,-94.7807936695604,47.470556,8.154928,415,97,1,97
"Villnachern",1992-04-13,"GME00120934",3.2,-2.5,0.7,"1992",4,13,-0.898245614035088,0,-178.328409197183,744.4,0,-0.898245614035088,-146.328409197183,47.470556,8.154928,415,104,1,104
"Villnachern",1993-04-12,"GME00120934",1.1,-1.5,1.3,"1993",4,12,-0.232692307692308,0,-218.613037401997,812.8,8.4,-0.232692307692308,-188.863037401997,47.470556,8.154928,415,102,1,102
"Villnachern",1994-03-26,"GME00120934",7,-4.4,1.3,"1994",3,26,-2.14912280701754,0,-147.265017402209,696.7,0,-2.14912280701754,-112.215017402209,47.470556,8.154928,415,85,1,85
"Villnachern",1995-04-15,"GME00120934",1.9,-5.4,1.7,"1995",4,15,-0.247260273972603,0,-174.472071950936,910.9,3.7,-0.247260273972603,-112.672071950936,47.470556,8.154928,415,105,1,105
"Villnachern",1996-04-21,"GME00120934",14.9,9.1,0,"1996",4,21,0,4,-170.858111927888,444.9,9.1,4,-81.8581119278876,47.470556,8.154928,415,112,1,112
"Villnachern",1997-04-02,"GME00120934",8.5,2.5,0,"1997",4,2,-2.75,0.25,-203.803627919761,695,7.05,-2.5,-165.253627919761,47.470556,8.154928,415,92,1,92
"Villnachern",1998-04-05,"GME00120934",2.7,-1.3,0.7,"1998",4,5,-0.91125,0,-182.574290964408,722.1,11.75,-0.91125,-115.774290964408,47.470556,8.154928,415,95,1,95
"Villnachern",1999-04-26,"GME00120934",8.7,5.2,0.3,"1999",4,26,-1.4,0.35,-181.671278862689,843,2.6,-1.05,-164.371278862689,47.470556,8.154928,415,116,1,116
"Villnachern",2000-04-15,"GME00120934",6.4,-2.1,0.2,"2000",4,15,-2.40941176470588,0,-154.543989365507,826.1,0,-2.40941176470588,-119.393989365507,47.470556,8.154928,415,106,1,106
"Villnachern",2001-04-18,"GME00120934",-2.4,-4.8,5.8,"2001",4,18,0,0,-199.944828058684,1063.5,4.9,0,-167.394828058684,47.470556,8.154928,415,108,1,108
"Villnachern",2002-03-25,"GME00120934",-5.4,-9,0,"2002",3,25,0,0,-129.715909239996,682.3,0,0,-46.4659092399955,47.470556,8.154928,415,84,1,84
"Villnachern",2003-04-15,"GME00120934",11.6,5.7,0,"2003",4,15,-1.15,1.8,-205.322022214589,1037.5,7,0.649999999999999,-174.322022214589,47.470556,8.154928,415,105,1,105
"Villnachern",2004-04-10,"GME00120934",-1.4,-4.4,0.5,"2004",4,10,0,0,-164.106415116359,648.3,2.5,0,-118.606415116359,47.470556,8.154928,415,101,1,101
"Villnachern",2005-04-12,"GME00120934",2.1,-1.8,0,"2005",4,12,-0.565384615384615,0,-143.816998788215,677.3,0,-0.565384615384615,-82.1169987882148,47.470556,8.154928,415,102,1,102
"Villnachern",2007-04-10,"GME00120934",9.2,4.2,0,"2007",4,10,-1.9,0.6,-229.793657464299,805.4,6.4,-1.3,-140.343657464299,47.470556,8.154928,415,100,1,100
"Villnachern",2008-04-18,"GME00120934",6.5,0.2,2,"2008",4,18,-3.15,0,-158.856381674714,648,0,-3.15,-115.606381674714,47.470556,8.154928,415,109,1,109
"Villnachern",2009-04-15,"GME00120934",12,7.9,0,"2009",4,15,-0.0499999999999989,2,-126.392945537944,387.9,0,1.95,-81.0429455379442,47.470556,8.154928,415,105,1,105
"Villnachern",2010-04-16,"GME00120934",1.5,-1.8,0,"2010",4,16,-0.340909090909091,0,-135.808048452627,599.1,0,-0.340909090909091,-89.7080484526273,47.470556,8.154928,415,106,1,106
"Villnachern",2011-04-04,"GME00120934",7.3,-1.3,2.4,"2011",4,4,-3.09825581395349,0,-149.155051082605,422.1,0,-3.09825581395349,-96.7050510826053,47.470556,8.154928,415,94,1,94
"Villnachern",2012-04-01,"GME00120934",2.7,-5.5,0,"2012",4,1,-0.444512195121951,0,-176.780701525727,804.4,4.05,-0.444512195121951,-92.5307015257265,47.470556,8.154928,415,92,1,92
"Villnachern",2014-03-31,"GME00120934",10.6,7.4,0,"2014",3,31,-0.3,1.3,-170.198076254163,957.7,7.75,1,-104.498076254163,47.470556,8.154928,415,90,1,90
"Villnachern",2015-04-13,"GME00120934",8.9,3,0,"2015",4,13,-2.5,0.45,-163.689811380763,923.1,4.5,-2.05,-76.0898113807632,47.470556,8.154928,415,103,1,103
"Villnachern",2016-04-05,"GME00120934",8.9,1.5,12.9,"2016",4,5,-3.25,0.45,-184.023403926958,965.5,6.75,-2.8,-105.173403926958,47.470556,8.154928,415,96,1,96
"Villnachern",2017-04-01,"GME00120934",8.7,1.9,0.4,"2017",4,1,-3.05,0.35,-211.077515391047,781.7,12.8,-2.7,-172.577515391047,47.470556,8.154928,415,91,1,91
"Villnachern",2018-04-16,"GME00120934",8.2,4.7,0.1,"2018",4,16,-1.65,0.0999999999999996,-146.222231795757,1216.8,0,-1.55,-70.9722317957574,47.470556,8.154928,415,106,1,106
"Zürich-MeteoSchweiz",1956-04-29,"SZ000003700",15.7,3.5,1,"1956",4,29,-2.25,3.85,-324.127753258183,459.4,132.45,1.6,-84.8777532581833,47.378142,8.565853,555,120,1,120
"Zürich-MeteoSchweiz",1957-03-28,"SZ000003700",14.8,10.3,26.9,"1957",3,28,0,4.55,-281.97752032638,430.8,117.1,4.55,-62.4275203263797,47.378142,8.565853,555,87,1,87
"Zürich-MeteoSchweiz",1958-04-27,"SZ000003700",10.8,4.9,4,"1958",4,27,-1.55,1.4,-316.281244480848,534.7,111.25,-0.149999999999999,-77.3812444808477,47.378142,8.565853,555,117,1,117
"Zürich-MeteoSchweiz",1959-04-05,"SZ000003700",22,7.9,0,"1959",4,5,-0.0499999999999989,7,-299.079239475933,492.1,130.7,6.95,-77.6292394759333,47.378142,8.565853,555,95,1,95
"Zürich-MeteoSchweiz",1960-04-07,"SZ000003700",22.2,6.8,0,"1960",4,7,-0.600000000000001,7.1,-339.013821847117,465,124.85,6.5,-103.263821847117,47.378142,8.565853,555,98,1,98
"Zürich-MeteoSchweiz",1961-03-25,"SZ000003700",16.2,0.7,0,"1961",3,25,-3.65,4.1,-295.926354329331,460.6,119.85,0.45,-25.2763543293305,47.378142,8.565853,555,84,1,84
"Zürich-MeteoSchweiz",1962-04-23,"SZ000003700",24.7,10,0,"1962",4,23,0,9.35,-322.136368805933,531,100.35,9.35,-43.8363688059329,47.378142,8.565853,555,113,1,113
"Zürich-MeteoSchweiz",1964-04-19,"SZ000003700",22.1,9,0.2,"1964",4,19,0,7.55,-242.842843726022,410.6,98.9,7.55,25.1571562739776,47.378142,8.565853,555,110,1,110
"Zürich-MeteoSchweiz",1966-04-16,"SZ000003700",12.5,7.4,2.3,"1966",4,16,-0.299999999999999,2.25,-336.795991615166,629.3,141.35,1.95,-78.2959916151662,47.378142,8.565853,555,106,1,106
"Zürich-MeteoSchweiz",1967-04-16,"SZ000003700",18.4,5.2,0,"1967",4,16,-1.4,5.2,-325.653295267093,560.1,125,3.8,5.99670473290694,47.378142,8.565853,555,106,1,106
"Zürich-MeteoSchweiz",1968-04-17,"SZ000003700",23,8,0,"1968",4,17,0,7.5,-298.022307565124,460.5,116.05,7.5,30.7776924348764,47.378142,8.565853,555,108,1,108
"Zürich-MeteoSchweiz",1969-04-27,"SZ000003700",17.5,10.6,1.9,"1969",4,27,0,6.05,-284.049824312856,360.5,104.4,6.05,-3.64982431285594,47.378142,8.565853,555,117,1,117
"Zürich-MeteoSchweiz",1971-04-20,"SZ000003700",19.1,10,0.5,"1971",4,20,0,6.55,-264.567906475143,324.5,104.95,6.55,-8.76790647514279,47.378142,8.565853,555,110,1,110
"Zürich-MeteoSchweiz",1972-04-10,"SZ000003700",14.5,4.3,1.1,"1972",4,10,-1.85,3.25,-281.560780754409,281.8,119.05,1.4,-17.3107807544093,47.378142,8.565853,555,101,1,101
"Zürich-MeteoSchweiz",1973-04-30,"SZ000003700",21,7,0,"1973",4,30,-0.5,6.5,-304.398867512187,468.6,69.8,6,-138.098867512187,47.378142,8.565853,555,120,1,120
"Zürich-MeteoSchweiz",1974-04-08,"SZ000003700",17.5,4.8,0,"1974",4,8,-1.6,4.75,-306.851387521182,478,133,3.15,-96.7013875211817,47.378142,8.565853,555,98,1,98
"Zürich-MeteoSchweiz",1975-04-29,"SZ000003700",21.7,6.5,0,"1975",4,29,-0.75,6.85,-394.505540450541,618.1,115.25,6.1,-245.155540450541,47.378142,8.565853,555,119,1,119
"Zürich-MeteoSchweiz",1976-04-18,"SZ000003700",19.7,5.8,0,"1976",4,18,-1.1,5.85,-294.449890873472,320.5,110.4,4.75,-100.749890873472,47.378142,8.565853,555,109,1,109
"Zürich-MeteoSchweiz",1977-04-04,"SZ000003700",10.5,1.1,12.6,"1977",4,4,-3.45,1.25,-212.3341060724,542,87.15,-2.2,15.9658939276002,47.378142,8.565853,555,94,1,94
"Zürich-MeteoSchweiz",1978-04-26,"SZ000003700",17.8,6.4,0,"1978",4,26,-0.800000000000001,4.9,-274.452419857457,590.8,80.4,4.1,-14.6524198574574,47.378142,8.565853,555,116,1,116
"Zürich-MeteoSchweiz",1979-04-29,"SZ000003700",12.4,0.9,0,"1979",4,29,-3.55,2.2,-316.699559984434,607.9,85.6,-1.35,-153.149559984434,47.378142,8.565853,555,119,1,119
"Zürich-MeteoSchweiz",1980-04-29,"SZ000003700",14.8,2,0,"1980",4,29,-3,3.4,-332.402753041115,663.2,70,0.4,-126.402753041115,47.378142,8.565853,555,120,1,120
"Zürich-MeteoSchweiz",1981-04-09,"SZ000003700",19.4,7.9,0,"1981",4,9,-0.0499999999999989,5.7,-197.436321568295,452.8,106.45,5.65,8.713678431705,47.378142,8.565853,555,99,1,99
"Zürich-MeteoSchweiz",1982-04-27,"SZ000003700",13.1,5.5,0,"1982",4,27,-1.25,2.55,-330.615049426685,641.5,96.05,1.3,-98.4150494266851,47.378142,8.565853,555,117,1,117
"Zürich-MeteoSchweiz",1983-04-20,"SZ000003700",17.6,6.1,0.3,"1983",4,20,-0.950000000000001,4.8,-290.567841043527,550.5,100.3,3.85,-60.3178410435272,47.378142,8.565853,555,110,1,110
"Zürich-MeteoSchweiz",1984-04-30,"SZ000003700",12.4,3.3,0,"1984",4,30,-2.35,2.2,-306.880923184713,419.3,92.5,-0.149999999999999,-78.5309231847127,47.378142,8.565853,555,121,1,121
"Zürich-MeteoSchweiz",1985-04-22,"SZ000003700",19.9,9.9,0.5,"1985",4,22,0,6.9,-272.926625104372,464.5,93.4,6.9,-42.8766251043721,47.378142,8.565853,555,112,1,112
"Zürich-MeteoSchweiz",1987-04-26,"SZ000003700",20.3,10.2,0,"1987",4,26,0,7.25,-253.719604445354,467,104.9,7.25,12.6303955546461,47.378142,8.565853,555,116,1,116
"Zürich-MeteoSchweiz",1988-04-24,"SZ000003700",13.4,0.9,0,"1988",4,24,-3.55,2.7,-305.113773984047,518.8,93.55,-0.85,-83.363773984047,47.378142,8.565853,555,115,1,115
"Zürich-MeteoSchweiz",1989-04-02,"SZ000003700",14.7,6.4,1.5,"1989",4,2,-0.800000000000001,3.35,-255.438141505561,426.5,98,2.55,-29.4881415055612,47.378142,8.565853,555,92,1,92
"Zürich-MeteoSchweiz",1990-03-22,"SZ000003700",23.1,9.5,9.5,"1990",3,22,0,8.3,-228.011272594064,398.8,112.7,8.3,65.838727405936,47.378142,8.565853,555,81,1,81
"Zürich-MeteoSchweiz",1991-04-12,"SZ000003700",18.3,3.8,0,"1991",4,12,-2.1,5.15,-221.558760904137,493.7,89.9,3.05,49.9912390958626,47.378142,8.565853,555,102,1,102
"Zürich-MeteoSchweiz",1992-04-20,"SZ000003700",13.8,5.6,0,"1992",4,20,-1.2,2.9,-322.397984656125,424.9,85.2,1.7,-139.597984656125,47.378142,8.565853,555,111,1,111
"Zürich-MeteoSchweiz",1993-04-20,"SZ000003700",21.6,7,0,"1993",4,20,-0.5,6.8,-295.796510406362,590.4,106.75,6.3,-99.8965104063624,47.378142,8.565853,555,110,1,110
"Zürich-MeteoSchweiz",1994-03-31,"SZ000003700",14.5,9.6,0,"1994",3,31,0,4.05,-238.911586371405,487.1,96.75,4.05,-46.4615863714048,47.378142,8.565853,555,90,1,90
"Zürich-MeteoSchweiz",1995-04-13,"SZ000003700",10.5,3.3,0,"1995",4,13,-2.35,1.25,-299.783574977047,621.7,89.4,-1.1,-58.383574977047,47.378142,8.565853,555,103,1,103
"Zürich-MeteoSchweiz",1996-04-20,"SZ000003700",22.7,8.8,0,"1996",4,20,0,7.75,-214.581202783826,328.3,75.85,7.75,63.718797216174,47.378142,8.565853,555,111,1,111
"Zürich-MeteoSchweiz",1997-03-31,"SZ000003700",13.1,1.6,0,"1997",3,31,-3.2,2.55,-241.450244952256,411.8,87.05,-0.65,-25.750244952256,47.378142,8.565853,555,90,1,90
"Zürich-MeteoSchweiz",1998-04-09,"SZ000003700",14.3,4.4,0.1,"1998",4,9,-1.8,3.15,-304.834989031902,441.2,112.8,1.35,-57.0349890319017,47.378142,8.565853,555,99,1,99
"Zürich-MeteoSchweiz",1999-04-10,"SZ000003700",15.2,3.5,0.1,"1999",4,10,-2.25,3.6,-252.112875269144,620,89.25,1.35,-47.4628752691443,47.378142,8.565853,555,100,1,100
"Zürich-MeteoSchweiz",2000-04-10,"SZ000003700",15.5,5.5,0.9,"2000",4,10,-1.25,3.75,-281.659839830961,573.2,81.15,2.5,-81.2598398309611,47.378142,8.565853,555,101,1,101
"Zürich-MeteoSchweiz",2001-04-07,"SZ000003700",9.6,3.4,3.6,"2001",4,7,-2.3,0.8,-273.885253451261,586,93.65,-1.5,-47.3852534512613,47.378142,8.565853,555,97,1,97
"Zürich-MeteoSchweiz",2002-03-31,"SZ000003700",16.1,2.9,0,"2002",3,31,-2.55,4.05,-206.458897508693,391.1,70.7,1.5,101.291102491307,47.378142,8.565853,555,90,1,90
"Zürich-MeteoSchweiz",2003-04-14,"SZ000003700",20.1,4.1,0,"2003",4,14,-1.95,6.05,-256.79038729941,546.1,105.45,4.1,-10.8903872994098,47.378142,8.565853,555,104,1,104
"Zürich-MeteoSchweiz",2004-04-15,"SZ000003700",15.7,3.7,0,"2004",4,15,-2.15,3.85,-328.736567867351,557.1,97.95,1.7,-158.436567867351,47.378142,8.565853,555,106,1,106
"Zürich-MeteoSchweiz",2005-04-10,"SZ000003700",8.4,-0.6,0,"2005",4,10,-3.72,0.2,-198.09349897406,402.3,102.15,-3.52,54.2065010259395,47.378142,8.565853,555,100,1,100
